sample.code	TOTAL	rank	sample.name	year.code	age.month	month.code	code	month	year	mesocosm	position	pool.code	corridor	cor.posi	replicate	position.code	plant
s284	34645	671	M-18-1PC04-2_S219_L001	18	11	M	18 M	 may	2018	1PC04	p1	1PC04p1	1	1p1	2	patch	Trifolium
s285	29027	581	M-18-1PC04-3_S221_L001	18	11	M	18 M	 may	2018	1PC04	p1	1PC04p1	1	1p1	3	patch	Trifolium
s286	9770	95	M-18-1PC04-4_S183_L001	18	11	M	18 M	 may	2018	1PC04	p2	1PC04p2	1	1p2	4	patch	Trifolium
s287	37585	705	M-18-1PC04-5_S210_L001	18	11	M	18 M	 may	2018	1PC04	p2	1PC04p2	1	1p2	5	patch	Trifolium
s288	47832	776	M-18-1PC04-6_S212_L001	18	11	M	18 M	 may	2018	1PC04	p2	1PC04p2	1	1p2	6	patch	Trifolium
s289	70920	813	M-18-1PC04-7_S214_L001	18	11	M	18 M	 may	2018	1PC04	mb	1PC04mb	1	1mb	7	mb	Brachypodium
s290	17675	344	M-18-1PC04-8_S216_L001	18	11	M	18 M	 may	2018	1PC04	mb	1PC04mb	1	1mb	8	mb	Brachypodium
s291	49599	780	M-18-1PC04-9_S218_L001	18	11	M	18 M	 may	2018	1PC04	cor	1PC04cor	1	1cor	9	cor	Trifolium
s292	31639	629	M-18-1PC04-10_S220_L001	18	11	M	18 M	 may	2018	1PC04	cor	1PC04cor	1	1cor	10	cor	Trifolium
s293	44822	759	M-18-1PC05-1_S206_L001	18	11	M	18 M	 may	2018	1PC05	p1	1PC05p1	1	1p1	1	patch	Trifolium
s294	37954	710	M-18-1PC05-2_S208_L001	18	11	M	18 M	 may	2018	1PC05	p1	1PC05p1	1	1p1	2	patch	Trifolium
s295	27538	552	M-18-1PC05-3_S209_L001	18	11	M	18 M	 may	2018	1PC05	p1	1PC05p1	1	1p1	3	patch	Trifolium
s296	40837	731	M-18-1PC05-4_S211_L001	18	11	M	18 M	 may	2018	1PC05	p2	1PC05p2	1	1p2	4	patch	Trifolium
s297	41069	736	M-18-1PC05-5_S213_L001	18	11	M	18 M	 may	2018	1PC05	p2	1PC05p2	1	1p2	5	patch	Trifolium
s298	32701	643	M-18-1PC05-6_S215_L001	18	11	M	18 M	 may	2018	1PC05	p2	1PC05p2	1	1p2	6	patch	Trifolium
s299	36306	695	M-18-1PC05-7_S217_L001	18	11	M	18 M	 may	2018	1PC05	mb	1PC05mb	1	1mb	7	mb	Brachypodium
s300	30416	609	M-18-1PC05-8_S219_L001	18	11	M	18 M	 may	2018	1PC05	mb	1PC05mb	1	1mb	8	mb	Brachypodium
s301	43689	753	M-18-1PC05-9_S221_L001	18	11	M	18 M	 may	2018	1PC05	cor	1PC05cor	1	1cor	9	cor	Trifolium
s302	21265	434	M-18-1PC05-10_S223_L001	18	11	M	18 M	 may	2018	1PC05	cor	1PC05cor	1	1cor	10	cor	Trifolium
s303	77036	817	M-18-1PC06-2_S243_L001	18	11	M	18 M	 may	2018	1PC06	p1	1PC06p1	0	0p1	2	patch	Trifolium
s304	75392	815	M-18-1PC06-3_S245_L001	18	11	M	18 M	 may	2018	1PC06	p1	1PC06p1	0	0p1	3	patch	Trifolium
s305	46822	772	M-18-1PC06-4_S247_L001	18	11	M	18 M	 may	2018	1PC06	p2	1PC06p2	0	0p2	4	patch	Trifolium
s306	40015	727	M-18-1PC06-5_S249_L001	18	11	M	18 M	 may	2018	1PC06	p2	1PC06p2	0	0p2	5	patch	Trifolium
s307	45063	762	M-18-1PC06-6_S251_L001	18	11	M	18 M	 may	2018	1PC06	p2	1PC06p2	0	0p2	6	patch	Trifolium
s308	57196	794	M-18-1PC06-7_S253_L001	18	11	M	18 M	 may	2018	1PC06	mb	1PC06mb	0	0mb	7	mb	Brachypodium
s309	13133	194	M-18-1PC06-8_S255_L001	18	11	M	18 M	 may	2018	1PC06	mb	1PC06mb	0	0mb	8	mb	Brachypodium
s310	8888	73	M-18-1PC07-1_S164_L001	18	11	M	18 M	 may	2018	1PC07	p1	1PC07p1	0	0p1	1	patch	Trifolium
s311	44388	757	M-18-1PC07-2_S204_L001	18	11	M	18 M	 may	2018	1PC07	p1	1PC07p1	0	0p1	2	patch	Trifolium
s312	35090	677	M-18-1PC07-3_S206_L001	18	11	M	18 M	 may	2018	1PC07	p1	1PC07p1	0	0p1	3	patch	Trifolium
s313	38733	719	M-18-1PC07-4_S208_L001	18	11	M	18 M	 may	2018	1PC07	p2	1PC07p2	0	0p2	4	patch	Trifolium
s314	35635	685	M-18-1PC07-5_S209_L001	18	11	M	18 M	 may	2018	1PC07	p2	1PC07p2	0	0p2	5	patch	Trifolium
s315	48598	778	M-18-1PC07-6_S211_L001	18	11	M	18 M	 may	2018	1PC07	p2	1PC07p2	0	0p2	6	patch	Trifolium
s316	44730	758	M-18-1PC07-7_S213_L001	18	11	M	18 M	 may	2018	1PC07	mb	1PC07mb	0	0mb	7	mb	Brachypodium
s317	35546	683	M-18-1PC07-8_S215_L001	18	11	M	18 M	 may	2018	1PC07	mb	1PC07mb	0	0mb	8	mb	Brachypodium
s318	13479	208	M-18-1PC08-1_S180_L001	18	11	M	18 M	 may	2018	1PC08	p1	1PC08p1	0	0p1	1	patch	Trifolium
s319	83576	819	M-18-1PC08-2_S228_L001	18	11	M	18 M	 may	2018	1PC08	p1	1PC08p1	0	0p1	2	patch	Trifolium
s320	43843	755	M-18-1PC08-3_S230_L001	18	11	M	18 M	 may	2018	1PC08	p1	1PC08p1	0	0p1	3	patch	Trifolium
s321	60346	798	M-18-1PC08-4_S232_L001	18	11	M	18 M	 may	2018	1PC08	p2	1PC08p2	0	0p2	4	patch	Trifolium
s322	65570	808	M-18-1PC08-5_S234_L001	18	11	M	18 M	 may	2018	1PC08	p2	1PC08p2	0	0p2	5	patch	Trifolium
s323	18598	370	M-18-1PC08-6_S236_L001	18	11	M	18 M	 may	2018	1PC08	p2	1PC08p2	0	0p2	6	patch	Trifolium
s324	40507	729	M-18-1PC08-7_S238_L001	18	11	M	18 M	 may	2018	1PC08	mb	1PC08mb	0	0mb	7	mb	Brachypodium
s325	25981	519	M-18-1PC08-8_S240_L001	18	11	M	18 M	 may	2018	1PC08	mb	1PC08mb	0	0mb	8	mb	Brachypodium
s326	13335	202	M-18-1PC09-1_S181_L001	18	11	M	18 M	 may	2018	1PC09	p1	1PC09p1	0	0p1	1	patch	Trifolium
s327	14640	251	M-18-1PC09-2_S183_L001	18	11	M	18 M	 may	2018	1PC09	p1	1PC09p1	0	0p1	2	patch	Trifolium
s328	10857	131	M-18-1PC09-3_S185_L001	18	11	M	18 M	 may	2018	1PC09	p1	1PC09p1	0	0p1	3	patch	Trifolium
s329	15239	273	M-18-1PC09-4_S187_L001	18	11	M	18 M	 may	2018	1PC09	p2	1PC09p2	0	0p2	4	patch	Trifolium
s330	9915	100	M-18-1PC09-5_S189_L001	18	11	M	18 M	 may	2018	1PC09	p2	1PC09p2	0	0p2	5	patch	Trifolium
s331	16982	321	M-18-1PC09-6_S191_L001	18	11	M	18 M	 may	2018	1PC09	p2	1PC09p2	0	0p2	6	patch	Trifolium
s332	21908	449	M-18-1PC09-7_S178_L001	18	11	M	18 M	 may	2018	1PC09	mb	1PC09mb	0	0mb	7	mb	Brachypodium
s333	5827	14	M-18-1PC09-8_S180_L001	18	11	M	18 M	 may	2018	1PC09	mb	1PC09mb	0	0mb	8	mb	Brachypodium
s334	12833	183	J-18-1P01-1_S134_L001	18	13	J	18J	june	2018	1P01	p1	1P01p1	1	1p1	1	patch	Trifolium
s335	12771	181	J-18-1P01-2_S136_L001	18	13	J	18J	june	2018	1P01	p1	1P01p1	1	1p1	2	patch	Trifolium
s336	11843	162	J-18-1P01-3_S138_L001	18	13	J	18J	june	2018	1P01	p1	1P01p1	1	1p1	3	patch	Trifolium
s337	8405	56	J-18-1P01-4_S140_L001	18	13	J	18J	june	2018	1P01	p2	1P01p2	1	1p2	4	patch	Trifolium
s338	13567	213	J-18-1P01-5_S142_L001	18	13	J	18J	june	2018	1P01	p2	1P01p2	1	1p2	5	patch	Trifolium
s339	7658	40	J-18-1P01-6_S144_L001	18	13	J	18J	june	2018	1P01	p2	1P01p2	1	1p2	6	patch	Trifolium
s340	9563	86	J-18-1P01-7_S145_L001	18	13	J	18J	june	2018	1P01	mb	1P01mb	1	1mb	7	mb	Brachypodium
s341	14026	232	J-18-1P01-8_S147_L001	18	13	J	18J	june	2018	1P01	mb	1P01mb	1	1mb	8	mb	Brachypodium
s342	13851	224	J-18-1P01-9_S149_L001	18	13	J	18J	june	2018	1P01	cor	1P01cor	1	1cor	9	cor	Trifolium
s343	19492	388	J-18-1P01-10_S153_L001	18	13	J	18J	june	2018	1P01	cor	1P01cor	1	1cor	10	cor	Trifolium
s344	11142	139	J-18-1P010-1_S117_L001	18	13	J	18J	june	2018	1P010	p1	1P010p1	0	0p1	1	patch	Trifolium
s345	13068	191	J-18-1P010-2_S119_L001	18	13	J	18J	june	2018	1P010	p1	1P010p1	0	0p1	2	patch	Trifolium
s346	10372	113	J-18-1P010-3_S121_L001	18	13	J	18J	june	2018	1P010	p1	1P010p1	0	0p1	3	patch	Trifolium
s347	21292	435	J-18-1P010-4_S123_L001	18	13	J	18J	june	2018	1P010	p2	1P010p2	0	0p2	4	patch	Trifolium
s348	19806	397	J-18-1P010-5_S125_L001	18	13	J	18J	june	2018	1P010	p2	1P010p2	0	0p2	5	patch	Trifolium
s349	21804	445	J-18-1P010-6_S127_L001	18	13	J	18J	june	2018	1P010	p2	1P010p2	0	0p2	6	patch	Trifolium
s350	11700	159	J-18-1P010-7_S114_L001	18	13	J	18J	june	2018	1P010	mb	1P010mb	0	0mb	7	mb	Brachypodium
s351	8037	50	J-18-1P010-8_S116_L001	18	13	J	18J	june	2018	1P010	mb	1P010mb	0	0mb	8	mb	Brachypodium
s352	12024	167	J-18-1P02-1_S183_L001	18	13	J	18J	june	2018	1P02	p1	1P02p1	1	1p1	1	patch	Trifolium
s353	10381	114	J-18-1P02-2_S185_L001	18	13	J	18J	june	2018	1P02	p1	1P02p1	1	1p1	2	patch	Trifolium
s354	6872	26	J-18-1P02-3_S187_L001	18	13	J	18J	june	2018	1P02	p1	1P02p1	1	1p1	3	patch	Trifolium
s355	16316	304	J-18-1P02-4_S189_L001	18	13	J	18J	june	2018	1P02	p2	1P02p2	1	1p2	4	patch	Trifolium
s356	10443	116	J-18-1P02-5_S191_L001	18	13	J	18J	june	2018	1P02	p2	1P02p2	1	1p2	5	patch	Trifolium
s357	11237	142	J-18-1P02-6_S178_L001	18	13	J	18J	june	2018	1P02	p2	1P02p2	1	1p2	6	patch	Trifolium
s358	5510	10	J-18-1P02-7_S180_L001	18	13	J	18J	june	2018	1P02	mb	1P02mb	1	1mb	7	mb	Brachypodium
s359	5785	13	J-18-1P02-8_S182_L001	18	13	J	18J	june	2018	1P02	mb	1P02mb	1	1mb	8	mb	Brachypodium
s360	4418	3	J-18-1P02-9_S184_L001	18	13	J	18J	june	2018	1P02	cor	1P02cor	1	1cor	9	cor	Trifolium
s361	21315	436	J-18-1P02-10_S186_L001	18	13	J	18J	june	2018	1P02	cor	1P02cor	1	1cor	10	cor	Trifolium
s362	6225	18	J-18-1P03-1_S219_L001	18	13	J	18J	june	2018	1P03	p1	1P03p1	1	1p1	1	patch	Trifolium
s363	18969	382	J-18-1P03-2_S221_L001	18	13	J	18J	june	2018	1P03	p1	1P03p1	1	1p1	2	patch	Trifolium
s364	9477	85	J-18-1P03-3_S223_L001	18	13	J	18J	june	2018	1P03	p1	1P03p1	1	1p1	3	patch	Trifolium
s365	17850	351	J-18-1P03-4_S210_L001	18	13	J	18J	june	2018	1P03	p2	1P03p2	1	1p2	4	patch	Trifolium
s366	14745	255	J-18-1P03-5_S212_L001	18	13	J	18J	june	2018	1P03	p2	1P03p2	1	1p2	5	patch	Trifolium
s367	10116	106	J-18-1P03-6_S214_L001	18	13	J	18J	june	2018	1P03	p2	1P03p2	1	1p2	6	patch	Trifolium
s368	14660	253	J-18-1P03-7_S216_L001	18	13	J	18J	june	2018	1P03	mb	1P03mb	1	1mb	7	mb	Brachypodium
s369	27502	551	J-18-1P03-8_S218_L001	18	13	J	18J	june	2018	1P03	mb	1P03mb	1	1mb	8	mb	Brachypodium
s370	13551	212	J-18-1P03-9_S220_L001	18	13	J	18J	june	2018	1P03	cor	1P03cor	1	1cor	9	cor	Trifolium
s371	33325	653	J-18-1P03-10_S222_L001	18	13	J	18J	june	2018	1P03	cor	1P03cor	1	1cor	10	cor	Trifolium
s372	8426	57	J-18-1P04-1_S228_L001	18	13	J	18J	june	2018	1P04	p1	1P04p1	1	1p1	1	patch	Trifolium
s373	29668	596	J-18-1P04-2_S230_L001	18	13	J	18J	june	2018	1P04	p1	1P04p1	1	1p1	2	patch	Trifolium
s374	14062	233	J-18-1P04-3_S232_L001	18	13	J	18J	june	2018	1P04	p1	1P04p1	1	1p1	3	patch	Trifolium
s375	15253	275	J-18-1P04-4_S234_L001	18	13	J	18J	june	2018	1P04	p2	1P04p2	1	1p2	4	patch	Trifolium
s376	18657	372	J-18-1P04-6_S237_L001	18	13	J	18J	june	2018	1P04	p2	1P04p2	1	1p2	6	patch	Trifolium
s377	20556	412	J-18-1P04-7_S239_L001	18	13	J	18J	june	2018	1P04	mb	1P04mb	1	1mb	7	mb	Brachypodium
s378	30128	602	J-18-1P04-9_S242_L001	18	13	J	18J	june	2018	1P04	cor	1P04cor	1	1cor	9	cor	Trifolium
s379	26673	532	J-18-1P04-10_S244_L001	18	13	J	18J	june	2018	1P04	cor	1P04cor	1	1cor	10	cor	Trifolium
s380	10756	126	J-18-1P05-1_S97_L001	18	13	J	18J	june	2018	1P05	p1	1P05p1	1	1p1	1	patch	Trifolium
s381	11421	149	J-18-1P05-2_S99_L001	18	13	J	18J	june	2018	1P05	p1	1P05p1	1	1p1	2	patch	Trifolium
s382	9853	99	J-18-1P05-3_S101_L001	18	13	J	18J	june	2018	1P05	p1	1P05p1	1	1p1	3	patch	Trifolium
s383	18566	368	J-18-1P05-4_S103_L001	18	13	J	18J	june	2018	1P05	p2	1P05p2	1	1p2	4	patch	Trifolium
s384	12955	189	J-18-1P05-5_S105_L001	18	13	J	18J	june	2018	1P05	p2	1P05p2	1	1p2	5	patch	Trifolium
s385	11795	161	J-18-1P05-6_S107_L001	18	13	J	18J	june	2018	1P05	p2	1P05p2	1	1p2	6	patch	Trifolium
s386	18607	371	J-18-1P05-7_S109_L001	18	13	J	18J	june	2018	1P05	mb	1P05mb	1	1mb	7	mb	Brachypodium
s387	17212	328	J-18-1P05-8_S111_L001	18	13	J	18J	june	2018	1P05	mb	1P05mb	1	1mb	8	mb	Brachypodium
s388	10057	104	J-18-1P05-9_S98_L001	18	13	J	18J	june	2018	1P05	cor	1P05cor	1	1cor	9	cor	Trifolium
s389	13287	199	J-18-1P05-10_S100_L001	18	13	J	18J	june	2018	1P05	cor	1P05cor	1	1cor	10	cor	Trifolium
s390	35468	682	J-18-1P06-1_S158_L001	18	13	J	18J	june	2018	1P06	p1	1P06p1	0	0p1	1	patch	Trifolium
s391	16807	318	J-18-1P06-2_S160_L001	18	13	J	18J	june	2018	1P06	p1	1P06p1	0	0p1	2	patch	Trifolium
s392	12752	180	J-18-1P06-3_S161_L001	18	13	J	18J	june	2018	1P06	p1	1P06p1	0	0p1	3	patch	Trifolium
s393	16212	300	J-18-1P06-4_S163_L001	18	13	J	18J	june	2018	1P06	p2	1P06p2	0	0p2	4	patch	Trifolium
s394	8482	59	J-18-1P06-5_S165_L001	18	13	J	18J	june	2018	1P06	p2	1P06p2	0	0p2	5	patch	Trifolium
s395	19438	386	J-18-1P06-6_S167_L001	18	13	J	18J	june	2018	1P06	p2	1P06p2	0	0p2	6	patch	Trifolium
s396	30330	605	J-18-1P06-7_S169_L001	18	13	J	18J	june	2018	1P06	mb	1P06mb	0	0mb	7	mb	Brachypodium
s397	15142	269	J-18-1P06-8_S171_L001	18	13	J	18J	june	2018	1P06	mb	1P06mb	0	0mb	8	mb	Brachypodium
s398	22067	450	J-18-1P07-1_S237_L001	18	13	J	18J	june	2018	1P07	p1	1P07p1	0	0p1	1	patch	Trifolium
s399	8034	49	J-18-1P07-2_S190_L001	18	13	J	18J	june	2018	1P07	p1	1P07p1	0	0p1	2	patch	Trifolium
s400	7794	45	J-18-1P07-3_S192_L001	18	13	J	18J	june	2018	1P07	p1	1P07p1	0	0p1	3	patch	Trifolium
s401	8381	55	J-18-1P07-4_S194_L001	18	13	J	18J	june	2018	1P07	p2	1P07p2	0	0p2	4	patch	Trifolium
s402	6660	23	J-18-1P07-5_S196_L001	18	13	J	18J	june	2018	1P07	p2	1P07p2	0	0p2	5	patch	Trifolium
s403	13440	206	J-18-1P07-6_S198_L001	18	13	J	18J	june	2018	1P07	p2	1P07p2	0	0p2	6	patch	Trifolium
s404	14581	250	J-18-1P07-7_S200_L001	18	13	J	18J	june	2018	1P07	mb	1P07mb	0	0mb	7	mb	Brachypodium
s405	24493	490	J-18-1P07-8_S202_L001	18	13	J	18J	june	2018	1P07	mb	1P07mb	0	0mb	8	mb	Brachypodium
s406	11962	164	J-18-1P08-1_S247_L001	18	13	J	18J	june	2018	1P08	p1	1P08p1	0	0p1	1	patch	Trifolium
s407	28863	579	J-18-1P08-2_S249_L001	18	13	J	18J	june	2018	1P08	p1	1P08p1	0	0p1	2	patch	Trifolium
s408	29642	594	J-18-1P08-3_S251_L001	18	13	J	18J	june	2018	1P08	p1	1P08p1	0	0p1	3	patch	Trifolium
s409	31164	622	J-18-1P08-4_S253_L001	18	13	J	18J	june	2018	1P08	p2	1P08p2	0	0p2	4	patch	Trifolium
s410	32033	637	J-18-1P08-5_S255_L001	18	13	J	18J	june	2018	1P08	p2	1P08p2	0	0p2	5	patch	Trifolium
s411	14310	239	J-18-1P08-6_S256_L001	18	13	J	18J	june	2018	1P08	p2	1P08p2	0	0p2	6	patch	Trifolium
s412	14479	247	J-18-1P08-7_S162_L001	18	13	J	18J	june	2018	1P08	mb	1P08mb	0	0mb	7	mb	Brachypodium
s413	41080	737	J-18-1P08-8_S258_L001	18	13	J	18J	june	2018	1P08	mb	1P08mb	0	0mb	8	mb	Brachypodium
s414	31021	618	J-18-1P08-8a_S164_L001	18	13	J	18J	june	2018	1P08	mb	1P08mb	0	0mb	8	mb	Brachypodium
s415	14363	242	J-18-1P09-1_S133_L001	18	13	J	18J	june	2018	1P09	p1	1P09p1	0	0p1	1	patch	Trifolium
s416	11618	155	J-18-1P09-2_S135_L001	18	13	J	18J	june	2018	1P09	p1	1P09p1	0	0p1	2	patch	Trifolium
s417	14329	240	J-18-1P09-3_S137_L001	18	13	J	18J	june	2018	1P09	p1	1P09p1	0	0p1	3	patch	Trifolium
s418	6997	27	J-18-1P09-4_S139_L001	18	13	J	18J	june	2018	1P09	p2	1P09p2	0	0p2	4	patch	Trifolium
s419	13333	201	J-18-1P09-5_S141_L001	18	13	J	18J	june	2018	1P09	p2	1P09p2	0	0p2	5	patch	Trifolium
s420	15556	284	J-18-1P09-6_S143_L001	18	13	J	18J	june	2018	1P09	p2	1P09p2	0	0p2	6	patch	Trifolium
s421	8622	62	J-18-1P09-7_S130_L001	18	13	J	18J	june	2018	1P09	mb	1P09mb	0	0mb	7	mb	Brachypodium
s422	14286	237	J-18-1P09-8_S132_L001	18	13	J	18J	june	2018	1P09	mb	1P09mb	0	0mb	8	mb	Brachypodium
s423	30690	614	J-18-1PC01-2_S225_L001	18	13	J	18J	june	2018	1PC01	p1	1PC01p1	1	1p1	2	patch	Trifolium
s424	23626	475	J-18-1PC01-3_S227_L001	18	13	J	18J	june	2018	1PC01	p1	1PC01p1	1	1p1	3	patch	Trifolium
s425	18338	362	J-18-1PC01-4_S229_L001	18	13	J	18J	june	2018	1PC01	p2	1PC01p2	1	1p2	4	patch	Trifolium
s426	24328	485	J-18-1PC01-5_S231_L001	18	13	J	18J	june	2018	1PC01	p2	1PC01p2	1	1p2	5	patch	Trifolium
s427	15063	265	J-18-1PC01-6_S233_L001	18	13	J	18J	june	2018	1PC01	p2	1PC01p2	1	1p2	6	patch	Trifolium
s428	7770	43	J-18-1PC01-7_S235_L001	18	13	J	18J	june	2018	1PC01	mb	1PC01mb	1	1mb	7	mb	Brachypodium
s429	31098	619	J-18-1PC01-8_S222_L001	18	13	J	18J	june	2018	1PC01	mb	1PC01mb	1	1mb	8	mb	Brachypodium
s430	32148	638	J-18-1PC01-9_S238_L001	18	13	J	18J	june	2018	1PC01	cor	1PC01cor	1	1cor	9	cor	Trifolium
s431	17667	343	J-18-1PC01-10_S226_L001	18	13	J	18J	june	2018	1PC01	cor	1PC01cor	1	1cor	10	cor	Trifolium
s432	36782	699	J-18-1PC02-1_S260_L001	18	13	J	18J	june	2018	1PC02	p1	1PC02p1	1	1p1	1	patch	Trifolium
s433	24967	502	J-18-1PC02-2_S262_L001	18	13	J	18J	june	2018	1PC02	p1	1PC02p1	1	1p1	2	patch	Trifolium
s434	26482	526	J-18-1PC02-3_S264_L001	18	13	J	18J	june	2018	1PC02	p1	1PC02p1	1	1p1	3	patch	Trifolium
s435	28748	575	J-18-1PC02-4_S266_L001	18	13	J	18J	june	2018	1PC02	p2	1PC02p2	1	1p2	4	patch	Trifolium
s436	36099	693	J-18-1PC02-5_S268_L001	18	13	J	18J	june	2018	1PC02	p2	1PC02p2	1	1p2	5	patch	Trifolium
s437	35773	688	J-18-1PC02-6_S270_L001	18	13	J	18J	june	2018	1PC02	p2	1PC02p2	1	1p2	6	patch	Trifolium
s438	34795	673	J-18-1PC02-7_S257_L001	18	13	J	18J	june	2018	1PC02	mb	1PC02mb	1	1mb	7	mb	Brachypodium
s439	10779	129	J-18-1PC02-8_S259_L001	18	13	J	18J	june	2018	1PC02	mb	1PC02mb	1	1mb	8	mb	Brachypodium
s440	45954	765	J-18-1PC02-9_S261_L001	18	13	J	18J	june	2018	1PC02	cor	1PC02cor	1	1cor	9	cor	Trifolium
s441	18085	357	J-18-1PC02-10_S263_L001	18	13	J	18J	june	2018	1PC02	cor	1PC02cor	1	1cor	10	cor	Trifolium
s442	8736	68	J-18-1PC03-1_S102_L001	18	13	J	18J	june	2018	1PC03	p1	1PC03p1	1	1p1	1	patch	Trifolium
s443	28861	578	J-18-1PC03-2_S166_L001	18	13	J	18J	june	2018	1PC03	p1	1PC03p1	1	1p1	2	patch	Trifolium
s444	29100	583	J-18-1PC03-3_S168_L001	18	13	J	18J	june	2018	1PC03	p1	1PC03p1	1	1p1	3	patch	Trifolium
s445	13281	198	J-18-1PC03-4_S108_L001	18	13	J	18J	june	2018	1PC03	p2	1PC03p2	1	1p2	4	patch	Trifolium
s446	10299	110	J-18-1PC03-5_S172_L001	18	13	J	18J	june	2018	1PC03	p2	1PC03p2	1	1p2	5	patch	Trifolium
s447	40010	726	J-18-1PC03-6_S174_L001	18	13	J	18J	june	2018	1PC03	p2	1PC03p2	1	1p2	6	patch	Trifolium
s448	26600	531	J-18-1PC03-7_S277_L001	18	13	J	18J	june	2018	1PC03	mb	1PC03mb	1	1mb	7	mb	Brachypodium
s449	7351	32	J-18-1PC03-8_S115_L001	18	13	J	18J	june	2018	1PC03	mb	1PC03mb	1	1mb	8	mb	Brachypodium
s450	10704	124	J-18-1PC03-9_S179_L001	18	13	J	18J	june	2018	1PC03	cor	1PC03cor	1	1cor	9	cor	Trifolium
s451	18291	360	J-18-1PC03-10_S181_L001	18	13	J	18J	june	2018	1PC03	cor	1PC03cor	1	1cor	10	cor	Trifolium
s452	20375	410	J-18-1PC04-1_S265_L001	18	13	J	18J	june	2018	1PC04	p1	1PC04p1	1	1p1	1	patch	Trifolium
s453	39496	724	J-18-1PC04-2_S267_L001	18	13	J	18J	june	2018	1PC04	p1	1PC04p1	1	1p1	2	patch	Trifolium
s454	17804	349	J-18-1PC04-3_S269_L001	18	13	J	18J	june	2018	1PC04	p1	1PC04p1	1	1p1	3	patch	Trifolium
s455	31441	623	J-18-1PC04-4_S271_L001	18	13	J	18J	june	2018	1PC04	p2	1PC04p2	1	1p2	4	patch	Trifolium
s456	32560	640	J-18-1PC04-5_S272_L001	18	13	J	18J	june	2018	1PC04	p2	1PC04p2	1	1p2	5	patch	Trifolium
s457	15306	276	J-18-1PC04-6_S274_L001	18	13	J	18J	june	2018	1PC04	p2	1PC04p2	1	1p2	6	patch	Trifolium
s458	21193	433	J-18-1PC04-7_S280_L001	18	13	J	18J	june	2018	1PC04	mb	1PC04mb	1	1mb	7	mb	Brachypodium
s459	13260	197	J-18-1PC04-8_S281_L001	18	13	J	18J	june	2018	1PC04	mb	1PC04mb	1	1mb	8	mb	Brachypodium
s460	31489	625	J-18-1PC04-9_S276_L001	18	13	J	18J	june	2018	1PC04	cor	1PC04cor	1	1cor	9	cor	Trifolium
s461	33955	662	J-18-1PC04-10_S278_L001	18	13	J	18J	june	2018	1PC04	cor	1PC04cor	1	1cor	10	cor	Trifolium
s462	24286	484	J-18-1PC05-1_S155_L001	18	13	J	18J	june	2018	1PC05	p1	1PC05p1	1	1p1	1	patch	Trifolium
